phrase,is_ingredient
"with a 1/4 cup drop mixture onto baking sheet, spacing 2"" apart. bake for 40 minutes until puffed and firm.",0
cool slightly.,0
cut off top third of each puff; scoop out soft center from bases.,0
cool bases and top on wire rack.,0
fill  puffs with ice cream of your choice; cover with tops.,0
freeze on baking sheets  until firm.,0
transfer to an airtight container.,0
freeze for up to 1 week.,0
place puff on plates.,0
let stand 15 minutes.,0
top with sauce of your choice.,0
"







                            
                                submit a correction
                            
                        





",0
"1    pie shell, pre-baked",1
filling1  cup  sugar,1
1⁄2 cup  all-purpose flour,1
6  tablespoons  unsweetened cocoa powder,1
1⁄2 teaspoon  salt,1
2  cups  milk,1
"3    egg yolks, slightly beaten",1
1⁄2 cup  butter or 1⁄2 cup  margarine,1
2  teaspoons  vanilla,1
meringue topping4    egg whites,1
1⁄2 teaspoon  cream of tartar,1
6  tablespoons  sugar,1
chocolate cream meringue pie,0
filling:,0
"combine sugar, flour, cocoa, and salt in medium saucepan; stir in milk.",0
"cook  over medium heat, stirring constantly until mixture boils; remove from heat.",0
stir half of the mixture into beaten egg yolks; return egg mixture to saucepan.,0
continue cooking and stirring over medium heat until mixture boils; boil and  stir for 1 minute.,0
remove from heat and stir in butter and vanilla.,0
cool for  10 minutes.,0
pour into pre-baked pie shell.,0
meringue topping:,0
heat oven to 350°f.,0
"in small mixing bowl, beat egg whites and cream of tartar until foamy.",0
gradually add sugar and beat until stiff peaks form.,0
"spread this on warm pie  filling, carefully sealing to the edges of crust.",0
bake 5 to 8 minutes or just  until meringue is lightly browned.,0
cool to room temperature; chill for several  hours.,0
"







                            
                                submit a correction
                            
                        





",0
1  package  white frosting mix,1
"5  tablespoons  butter, softened",1
3  tablespoons  flour,1
"2  tablespoons  water, hot",1
"1⁄2 cup  candied fruit, chopped",1
"1⁄2 cup  nuts, chopped (optional)",1
 to taste  chocolate fudge frosting mix,1
chocolate cream easter eggs,0
"combine frosting mix with soft butter, water and if desired chopped fruits or  nuts.",0
knead 20-30 times on board lightly dusted with confectioners sugar.,0
divide and shape into 8 eggs; chill.,0
"coat eggs with chocolate fudge frosting  mix by dipping egg into frosting, ending with a swirl on top.",0
keep frosting mix over hot water while dipping the eggs.,0
decorated with white frosting mix tinted with pastel colors.,0
"







                            
                                submit a correction
                            
                        





",0
1  german chocolate square,1
1⁄3 cup  milk,1
3  ounces  cream cheese,1
3  tablespoons  sugar,1
1 (8  ounce) carton cool whip,1
1   prepared graham cracker pie crust,1
chocolate cream cheese pie,0
melt chocolate bar in milk over low heat.,0
"cream together cream cheese and sugar. add chocolate, then fold in cool whip.",0
put into pie crust.,0
freeze.,0
"







                            
                                submit a correction
                            
                        





",0
8  ounces  chestnut puree,1
10  ounces  heavy cream,1
1⁄2 teaspoon  cinnamon,1
"1 1⁄2 ounces  chocolate or 1 1⁄2 ounces  dark unsweetened chocolate chips, chopped",1
2  ounces  sugar,1
chocolate cream brulee,0
beat the chestnut puree to lighten it.,0
"whip the cream (not stiffly); fold in  cinnamon, chestnut puree and chocolate.",0
divide among 4 heat-proof ramekins and smooth level.,0
chill 1 hour.,0
preheat broiler.,0
sprinkle sugar on the brulee evenly; broil until bubbly.,0
serve immediately.,0
"







                            
                                submit a correction
                            
                        





",0
1  chicken,1
1  ounce  unsalted butter,1
2  large  onions,1
1  teaspoon  salt,1
3⁄4 cup  flour,1
2  teaspoons  curry powder,1
"1⁄2 teaspoon  ginger, ground",1
 black pepper,1
4  cups  chicken stock (made previous day),1
chicken curry ii,0
"the day before, place whole chicken in a large saucepan.",0
cover chicken with water; bring to a boil; lower heat and simmer for about one hour or until chicken is  starting to fall off the bones.,0
remove chicken and put aside to cool.,0
pour stock into a large bowl; place in the refrigerator.,0
the next day the fat will have set. remove the fat and throw it away.,0
"meanwhile, remove chicken from bones and cut into bite size pieces.",0
put in refrigerator until needed.,0
(ingredients do not need to be precise.) place butter and onions in saucepan over a medium to high  heat and fry until soft.,0
add one teaspoon of salt.,0
"add extra butter to saucepan if needed as you are about to add flour, curry powder, ginger, and a good few  shakes of pepper (about 1/2 teaspoon).",0
you need the melted butter to combine it all to a thick paste.,0
stir out any lumps.,0
add chicken stock one cupful at a time; stir well to smooth paste.,0
bring to boil after each cupful is added.,0
continue with this process until sauce is the thickness you like. (i like it fairly thick).,0
add chopped chicken.,0
reheat until chicken is hot.,0
serve with rice. (tastes better if cooked the day before).,0
leftover curry can be frozen. don't freeze the rice.,0
"







                            
                                submit a correction
                            
                        





",0
1  kg  chicken giblets (or livers),1
20  ml  olive oil,1
"2  ml  cumin, ground",1
"1  ml  clove, ground",1
5  ml  paprika,1
1  bay leaf,1
  salt & pepper,1
" piri-piri, whole or ground",1
"2  onions, chopped",1
"2  cloves  garlic, crushed",1
100  ml  white wine,1
chicken giblets or livers,0
fry the giblets and/or livers in the olive oil until brown.,0
add the spices and seasonings and stir well.,0
add the chopped onion and garlic.  fry for 5 minutes.,0
add wine and simmer gently until cooked.,0
"if you are cooking giblets only, a little water may be added if necessary.",0
"







                            
                                submit a correction
                            
                        





",0
"2  tablespoons  vegetable oil, divided",1
"8  ounces  boneless skinless chicken breasts, sliced into strips",1
"1⁄2 large  sweet red pepper, chopped",1
"1⁄2 cup  green onion, chopped",1
3  cups  cooked brown rice,1
2  tablespoons  light soy sauce,1
1  tablespoon  rice wine vinegar,1
"1  cup  frozen peas, thawed",1
chicken fried brown rice,0
heat large nonstick skillet over medium heat. add 1 tablespoon oil.,0
"add chicken, red  pepper, and green onion.",0
cook 5 minutes until chicken is cooked through.,0
remove  to plate.,0
heat remaining tablespoon of oil in skillet.,0
add cooked rice; cook 1 minute.,0
"stir in soy sauce, vinegar, and peas; cook 1 minute.",0
stir in chicken and vegetable mixture.,0
"*note: simmer, covered, 1 cup brown rice in 2-1/2 cups water for 45 minutes.",0
"







                            
                                submit a correction
                            
                        





",0
2 1⁄2 cups  white flour (or other suggested grains below),1
1  cup  milk,1
1⁄4 cup  fat,1
1  egg,1
1⁄2 cup  sugar,1
2  teaspoons  baking powder,1
1⁄2 teaspoon  salt,1
1  cup  milk (up to 1 1/2 cups),1
"""any"" muffins",0
bake 15 to 20 minutes in a 400 oven.,0
for the muffins: grain:  use 2 to 2 1/2 cup of white flour.,0
or --,0
"substitute oatmeal,  cornmeal, whole wheat flour, rye flour, or flake cereal for 1 cup of the white  flour.",0
or --,0
"substitute 1 cup leftover cooked oatmeal, rice or cornmeal for  1/2 cup of the white flour and decrease liquid to 1/2 cup.",0
milk:  use 1 cup.,0
or --,0
substitute buttermilk or sour milk.,0
or substitute fruit juice for part  or all of the milk.,0
"fat:  use 1/4 cup vegetable oil or 4 tbsp melted butter or  margarine.  or  substitute regular or crunch peanut butter for part or all of  the fat.  the fat can be reduced or omitted with fair results if using a ""wet  addition.""  egg:  use 1 egg.",0
or --,0
substitute 1 heaping tbsp of soy flour and 1 tbsp of water.,0
"if using a cooked grain, separate the egg, add the yolk to the batter, beat white until stiff, and fold into the batter.",0
sweetener:  use  between 2 tbsp and 1/2 cup sugar.,0
or --,0
substitute up to 3/4 cup brown sugar.,0
or -- substitute up to 1/2 cup honey or molasses and decrease milk to 3/4 cup.,0
baking powder:  use 2 teaspoons.,0
"if using whole or cooked grains or more than 1 cup  additions, increase to 3 teaspoons.",0
"if using buttermilk or sour milk, decrease to 1  tsp and add 1/2 tsp baking soda.",0
"salt:  use 1/2 tsp, or omit if you have a  salt-restricted diet.  optional ingredients: the following ingredients are optional.",0
"additions can be  used in any combination, up to 1 1/2 cups total.",0
"if using more than 1 cup of  wet additions, decrease the milk to 1/2 cup.",0
"dry additions:  nuts, sunflower seeds, raisins, coconut, and so on.",0
"moist additons:  blueberries, chopped apple, shredded zucchini, shredded carrot, and so on.",0
"wet additions:  pumpkin puree, applesauce, mashed potato, mashed bananas, mashed carrot, and so on.",0
"if using 1/2 cup drained canned fruit or thawed shredded  zucchini, substitute the syrup or zucchini liquid for all or part of the milk.",0
"spices:  use spices that complement the additions, such as 1 tsp cinnamon with 1/4 tsp nutmeg or cloves.",0
try 2 tsp grated orange or lemon peel.,0
jellies and jam:  fill cups half full with a plain batter.,0
add 1 tsp jam or  jelly and top with 2 more tbsp batter.,0
"nonsweet combinations:  use only 2 tbsp sugar and no fruit.  add combinations of the following:  1/2 cup shredded cheese, 2 strips fried and crumbled bacon, 2  tbsp grated onion, 1/2 cup shredded zucchini, 2 tbsp parmesan cheese.  spices  could include parsley, marjoram, rosemary --",0
"alena kibbler's additions: hawaiian muffins:  use 1/2 cup mashed banana, 1/2 cup drained crushed pineapple, and 1/2 cup flake coconut, and 1 tbsp vanilla or rum flavoring.",0
use the  pineapple juice instead of milk.,0
"cherry vanilla chip muffins:  3/4 cup pitted chopped cherries, 3/4 cup vanilla  chips, 1 tsp vanilla.",0
"elvis muffins:  use about 3/4 to 1 cup mashed banana, 1/2 cup chopped peanuts or walnuts (any nut).  and substitute 1/4 peanut butter for the oil.",0
"







                            
                                submit a correction
                            
                        





",0
3    egg whites,1
1 1⁄4 cups  granulated sugar,1
1  teaspoon  baking powder,1
1  pinch  salt,1
amber and zach's kisses,0
beat egg whites until they are very stiff.,0
add the sugar slowly while beating the stiff egg whites.,0
drop by teaspoonfuls onto waxed paper lined cookie sheet.,0
bake at 275 degrees fahrenheit for 50 minutes.,0
adds a wonderful decoration to anything edible or eat them by themselves.,0
"for a colorful variation, separate into small bowls and add small drops of food coloring to a more colorful decoration.",0
experiment with  them.,0
"use your imagination to make all kinds of food art; flowers, smiley faces, animals, etc.",0
"







                            
                                submit a correction
                            
                        





",0
2  english muffins,1
1⁄2 lb  crabmeat,1
4  slices  tomatoes,1
  salt and pepper,1
"1⁄3 cup  celery, finely chopped",1
