word,sentence,position,label
into,762,7,0
strips,762,8,0
1,763,0,0
large,763,1,0
sweet,763,2,0
red,763,3,0
pepper ,763,4,0
chopped,763,5,0
1,764,0,0
cup,764,1,0
green,764,2,0
onion ,764,3,0
chopped,764,4,0
3,765,0,0
cups,765,1,0
cooked,765,2,0
brown,765,3,0
rice,765,4,0
2,766,0,0
tablespoons,766,1,0
light,766,2,0
soy,766,3,0
sauce,766,4,0
1,767,0,0
tablespoon,767,1,0
rice,767,2,0
wine,767,3,0
vinegar,767,4,0
1,768,0,0
cup,768,1,0
frozen,768,2,0
peas ,768,3,0
thawed,768,4,0
2,780,0,0
1,780,1,0
cups,780,2,0
white,780,3,0
flour,780,4,0
 or,780,5,0
other,780,6,0
suggested,780,7,0
grains,780,8,0
below ,780,9,0
1,781,0,0
cup,781,1,0
milk,781,2,0
1,782,0,0
cup,782,1,0
fat,782,2,0
1,783,0,0
egg,783,1,0
1,784,0,0
cup,784,1,0
sugar,784,2,0
2,785,0,0
teaspoons,785,1,0
baking,785,2,0
powder,785,3,0
1,786,0,0
teaspoon,786,1,0
salt,786,2,0
1,787,0,0
cup,787,1,0
milk,787,2,0
 up,787,3,0
to,787,4,0
1,787,5,0
2-Jan,787,6,0
cups ,787,7,0
3,827,0,0
egg,827,1,0
whites,827,2,0
1,828,0,0
1,828,1,0
cups,828,2,0
granulated,828,3,0
sugar,828,4,0
1,829,0,0
teaspoon,829,1,0
baking,829,2,0
powder,829,3,0
1,830,0,0
pinch,830,1,0
salt,830,2,0
2,841,0,0
english,841,1,0
muffins,841,2,0
1,842,0,0
lb,842,1,0
crabmeat,842,2,0
4,843,0,0
slices,843,1,0
tomatoes,843,2,0
salt,844,0,0
and,844,1,0
pepper,844,2,0
1,845,0,0
cup,845,1,0
celery ,845,2,0
finely,845,3,0
chopped,845,4,0
1,846,0,0
teaspoon,846,1,0
lemon,846,2,0
juice,846,3,0
mayonnaise,847,0,0
4,848,0,0
slices,848,1,0
swiss,848,2,0
cheese,848,3,0
1,858,0,0
lb,858,1,0
crabmeat,858,2,0
1,859,0,0
8,859,1,0
ounce ,859,2,0
package,859,3,0
cream,859,4,0
cheese ,859,5,0
softened,859,6,0
1,860,0,0
cup,860,1,0
sour,860,2,0
cream,860,3,0
2,861,0,0
tablespoons,861,1,0
mayonnaise,861,2,0
1,862,0,0
tablespoon,862,1,0
lemon,862,2,0
juice,862,3,0
1,863,0,0
1,863,1,0
teaspoons,863,2,0
worcestershire,863,3,0
sauce,863,4,0
1,864,0,0
teaspoon,864,1,0
dry,864,2,0
mustard,864,3,0
1,865,0,0
pinch,865,1,0
garlic,865,2,0
salt,865,3,0
1,866,0,0
tablespoon,866,1,0
milk,866,2,0
1,867,0,0
cup,867,1,0
cheddar,867,2,0
cheese ,867,3,0
grated ,867,4,0
divided,867,5,0
1,878,0,0
cup,878,1,0
olive,878,2,0
oil,878,3,0
1,879,0,0
garlic,879,1,0
clove ,879,2,0
crushed,879,3,0
1,880,0,0
loaf,880,1,0
french,880,2,0
bread,880,3,0
3,881,0,0
plum,881,1,0
tomatoes ,881,2,0
sliced,881,3,0
1,882,0,0
red,882,1,0
onion ,882,2,0
sliced,882,3,0
1,883,0,0
avocado ,883,1,0
sliced,883,2,0
pepper,884,0,0
cheddar,885,0,0
cheese ,885,1,0
shredded,885,2,0
 optional ,885,3,0
1,894,0,0
cup,894,1,0
spicy,894,2,0
brown,894,3,0
mustard ,894,4,0
such,894,5,0
as,894,6,0
gulden's,894,7,0
6,895,0,0
tablespoons,895,1,0
sugar,895,2,0
1,896,0,0
cup,896,1,0
distilled,896,2,0
white,896,3,0
vinegar,896,4,0
2,897,0,0
teaspoons,897,1,0
dry,897,2,0
mustard,897,3,0
1,898,0,0
cup,898,1,0
vegetable,898,2,0
oil,898,3,0
6,899,0,0
tablespoons,899,1,0
fresh,899,2,0
dill ,899,3,0
chopped,899,4,0
1,906,0,0
8,906,1,0
ounce ,906,2,0
package,906,3,0
cream,906,4,0
cheese ,906,5,0
softened,906,6,0
2,907,0,0
tablespoons,907,1,0
italian,907,2,0
salad,907,3,0
dressing,907,4,0
mix,907,5,0
4,908,0,0
whole,908,1,0
pita,908,2,0
breads,908,3,0
1,909,0,0
-2,909,1,0
medium,909,2,0
cucumber ,909,3,0
peeled,909,4,0
and,909,5,0
cut,909,6,0
into,909,7,0
8-Jan,909,8,0
inch,909,9,0
slices,909,10,0
to,910,0,0
taste,910,1,0
lemon-pepper,910,2,0
seasoning,910,3,0
1,918,0,0
14,918,1,0
ounce ,918,2,0
can,918,3,0
coconut,918,4,0
milk,918,5,0
3,919,0,0
potatoes ,919,1,0
small,919,2,0
quartered,919,3,0
3,920,0,0
tablespoons,920,1,0
nam,920,2,0
pla,920,3,0
1,921,0,0
tablespoon,921,1,0
curry,921,2,0
powder,921,3,0
1,922,0,0
teaspoon,922,1,0
clove ,922,2,0
ground,922,3,0
1,923,0,0
lb,923,1,0
boneless,923,2,0
chicken ,923,3,0
cubed,923,4,0
4,931,0,0
boneless,931,1,0
skinless,931,2,0
chicken,931,3,0
breast,931,4,0
halves ,931,5,0
sliced,931,6,0
2,932,0,0
tablespoons,932,1,0
white,932,2,0
wine,932,3,0
oil,933,0,0
8,934,0,0
garlic,934,1,0
cloves ,934,2,0
sliced,934,3,0
6,935,0,0
shallots ,935,1,0
sliced,935,2,0
3,936,0,0
lb,936,1,0
rice,936,2,0
vermicelli,936,3,0
4,937,0,0
dried,937,1,0
red,937,2,0
chilies,937,3,0
6,938,0,0
dried,938,1,0
chinese,938,2,0
mushrooms ,938,3,0
soaked,938,4,0
1,939,0,0
6,939,1,0
ounce ,939,2,0
can,939,3,0
shrimp,939,4,0
3,940,0,0
tablespoons,940,1,0
tomato,940,2,0
paste,940,3,0
2,941,0,0
tablespoons,941,1,0
sugar,941,2,0
1,942,0,0
tablespoon,942,1,0
nam,942,2,0
pla,942,3,0
1,943,0,0
cup,943,1,0
bean,943,2,0
sprouts,943,3,0
2,944,0,0
tablespoons,944,1,0
basil,944,2,0
2,945,0,0
tablespoons,945,1,0
peanuts ,945,2,0
crushed,945,3,0
3,958,0,0
cup,958,1,0
mayonnaise,958,2,0
3,959,0,0
cup,959,1,0
sour,959,2,0
cream,959,3,0
1,960,0,0
cup,960,1,0
fresh,960,2,0
sorrel,960,3,0
or,960,4,0
1,960,5,0
cup,960,6,0
arugula ,960,7,0
packed ,960,8,0
finely,960,9,0
chopped,960,10,0
2,961,0,0
tablespoons,961,1,0
fresh,961,2,0
tarragon ,961,3,0
chopped,961,4,0
or,961,5,0
1,961,6,0
teaspoon,961,7,0
dried,961,8,0
tarragon ,961,9,0
crumbled,961,10,0
2,962,0,0
tablespoons,962,1,0
fresh,962,2,0
chives,962,3,0
or,962,4,0
2,962,5,0
tablespoons,962,6,0
green,962,7,0
onion,962,8,0
tops ,962,9,0
chopped,962,10,0
1,963,0,0
tablespoon,963,1,0
fresh,963,2,0
parsley ,963,3,0
chopped,963,4,0
1,964,0,0
tablespoon,964,1,0
fresh,964,2,0
lemon,964,3,0
juice,964,4,0
1,965,0,0
clove,965,1,0
garlic ,965,2,0
pressed,965,3,0
1,972,0,0
cup,972,1,0
cucumber ,972,2,0
peeled,972,3,0
1,973,0,0
teaspoon,973,1,0
onion ,973,2,0
minced,973,3,0
1,974,0,0
tablespoon,974,1,0
dried,974,2,0
shrimp ,974,3,0
pounded,974,4,0
1,975,0,0
teaspoon,975,1,0
sugar,975,2,0
1,976,0,0
tablespoon,976,1,0
nam,976,2,0
pla,976,3,0
 fish,976,4,0
sauce ,976,5,0
1,977,0,0
lime ,977,1,0
juice,977,2,0
of,977,3,0
1,978,0,0
teaspoon,978,1,0
peanuts ,978,2,0
crushed,978,3,0
1,979,0,0
teaspoon,979,1,0
dried,979,2,0
red,979,3,0
chili,979,4,0
 optional ,979,5,0
nonstick,986,0,0
cooking,986,1,0
spray,986,2,0
1,987,0,0
cup,987,1,0
all-purpose,987,2,0
flour,987,3,0
2,988,0,0
tablespoons,988,1,0
powdered,988,2,0
sugar,988,3,0
1,989,0,0
cup,989,1,0
unsalted,989,2,0
butter,989,3,0
1,989,4,0
stick ,989,5,0
2,990,0,0
large,990,1,0
eggs,990,2,0
3,991,0,0
cup,991,1,0
granulated,991,2,0
sugar,991,3,0
2,992,0,0
tablespoons,992,1,0
all-purpose,992,2,0
flour,992,3,0
1,993,0,0
teaspoon,993,1,0
baking,993,2,0
powder,993,3,0
4,994,0,0
teaspoons,994,1,0
lime,994,2,0
zest ,994,3,0
grated,994,4,0
 grated,994,5,0
colored,994,6,0
portion,994,7,0
of,994,8,0
peel ,994,9,0
4,995,0,0
teaspoons,995,1,0
lime,995,2,0
juice,995,3,0
1,996,0,0
cup,996,1,0
unsalted,996,2,0
shelled,996,3,0
pistachio ,996,4,0
chopped,996,5,0
3,1018,0,0
cup,1018,1,0
butter,1018,2,0
or,1018,3,0
3,1018,4,0
cup,1018,5,0
margarine ,1018,6,0
softened,1018,7,0
1,1019,0,0
1,1019,1,0
cups,1019,2,0
sugar ,1019,3,0
divided,1019,4,0
4,1020,0,0
large,1020,1,0
eggs ,1020,2,0
separated,1020,3,0
2,1021,0,0
1,1021,1,0
cups,1021,2,0
all-purpose,1021,3,0
flour,1021,4,0
12,1022,0,0
ounces,1022,1,0
raspberry,1022,2,0
preserves,1022,3,0
1,1023,0,0
teaspoon,1023,1,0
vanilla,1023,2,0
extract,1023,3,0
1,1024,0,0
cup,1024,1,0
pecans ,1024,2,0
chopped,1024,3,0
12,1043,0,0
-15,1043,1,0
live,1043,2,0
blue,1043,3,0
crabs,1043,4,0
 medium-sized ,1043,5,0
1,1044,0,0
quart,1044,1,0
tap,1044,2,0
water,1044,3,0
4,1045,0,0
strips,1045,1,0
bacon,1045,2,0
2,1046,0,0
tablespoons,1046,1,0
flour,1046,2,0
1,1047,0,0
teaspoon,1047,1,0
salt,1047,2,0
1,1048,0,0
teaspoon,1048,1,0
pepper,1048,2,0
1,1049,0,0
onion ,1049,1,0
diced,1049,2,0
 medium-sized ,1049,3,0
6,1050,0,0
-8,1050,1,0
potatoes ,1050,2,0
washed,1050,3,0
and,1050,4,0
peeled,1050,5,0
 medium-sized ,1050,6,0
base75,1062,0,0
-100,1062,1,0
g,1062,2,0
margarine,1062,3,0
450,1063,0,0
g,1063,1,0
digestive,1063,2,0
biscuits,1063,3,0
topping450,1064,0,0
g,1064,1,0
firm,1064,2,0
tofu ,1064,3,0
mashed,1064,4,0
1,1065,0,0
1,1065,1,0
oranges ,1065,2,0
juice,1065,3,0
of,1065,4,0
1,1066,0,0
orange,1066,1,0
rind,1066,2,0
or,1066,3,0
1,1066,4,0
banana,1066,5,0
2,1067,0,0
ounces,1067,1,0
cocoa,1067,2,0
powder,1067,3,0
3,1068,0,0
tablespoons,1068,1,0
oil,1068,2,0
2,1069,0,0
ounces,1069,1,0
sugar,1069,2,0
2,1070,0,0
-4,1070,1,0
tablespoons,1070,2,0
soya,1070,3,0
milk,1070,4,0
24,1087,0,0
ounces,1087,1,0
firm,1087,2,0
tofu,1087,3,0
2,1088,0,0
tablespoons,1088,1,0
vegetable,1088,2,0
oil,1088,3,0
1,1089,0,0
teaspoon,1089,1,0
salt,1089,2,0
1,1090,0,0
small,1090,1,0
onion ,1090,2,0
thinly,1090,3,0
sliced,1090,4,0
6,1091,0,0
medium,1091,1,0
mushrooms ,1091,2,0
sliced,1091,3,0
1,1092,0,0
small,1092,1,0
carrot ,1092,2,0
julienned,1092,3,0
2,1093,0,0
medium,1093,1,0
green,1093,2,0
bell,1093,3,0
peppers ,1093,4,0
thinly,1093,5,0
sliced,1093,6,0
1,1094,0,0
tablespoon,1094,1,0
sake,1094,2,0
or,1094,3,0
1,1094,4,0
tablespoon,1094,5,0
white,1094,6,0
wine,1094,7,0
1,1095,0,0
1,1095,1,0
tablespoons,1095,2,0
soy,1095,3,0
sauce,1095,4,0
1,1096,0,0
teaspoon,1096,1,0
gingerroot ,1096,2,0
grated,1096,3,0
1,1097,0,0
tablespoon,1097,1,0
sugar,1097,2,0
1,1098,0,0
tablespoon,1098,1,0
water,1098,2,0
1,1099,0,0
teaspoon,1099,1,0
cornstarch ,1099,2,0
dissolved,1099,3,0
in,1099,4,0
3,1099,5,0
tbsp.,1099,6,0
water,1099,7,0
1,1110,0,0
lb,1110,1,0
crabmeat,1110,2,0
1,1111,0,0
cup,1111,1,0
mayonnaise,1111,2,0
1,1112,0,0
teaspoon,1112,1,0
pimiento ,1112,2,0
chopped,1112,3,0
2,1113,0,0
tablespoons,1113,1,0
dijon,1113,2,0
mustard,1113,3,0
1,1114,0,0
1,1114,1,0
teaspoons,1114,2,0
worcestershire,1114,3,0
sauce,1114,4,0
1,1115,0,0
teaspoon,1115,1,0
salt,1115,2,0
1,1116,0,0
teaspoon,1116,1,0
hot,1116,2,0
pepper,1116,3,0
sauce,1116,4,0
1,1117,0,0
lemon,1117,1,0
 juice,1117,2,0
of ,1117,3,0
1,1118,0,0
cup,1118,1,0
celery ,1118,2,0
chopped,1118,3,0
lettuce,1119,0,0
lemon,1120,0,0
slice,1120,1,0
paprika,1121,0,0
4,1131,0,0
tablespoons,1131,1,0
butter,1131,2,0
4,1132,0,0
tablespoons,1132,1,0
flour,1132,2,0
4,1133,0,0
cups,1133,1,0
milk,1133,2,0
3,1134,0,0
cup,1134,1,0
sharp,1134,2,0
cheddar,1134,3,0
cheese,1134,4,0
2,1135,0,0
teaspoons,1135,1,0
seafood,1135,2,0
seasoning,1135,3,0
1,1136,0,0
teaspoon,1136,1,0
lemon,1136,2,0
pepper,1136,3,0
2,1137,0,0
tablespoons,1137,1,0
cooking,1137,2,0
sherry,1137,3,0
1,1138,0,0
pint,1138,1,0
whipping,1138,2,0
cream,1138,3,0
1,1139,0,0
tablespoon,1139,1,0
parsley ,1139,2,0
chopped,1139,3,0
salt,1140,0,0
1,1141,0,0
lb,1141,1,0
crabmeat,1141,2,0
1,1149,0,0
lb,1149,1,0
crabmeat,1149,2,0
2,1150,0,0
eggs,1150,1,0
2,1151,0,0
tablespoons,1151,1,0
mayonnaise,1151,2,0
1,1152,0,0
tablespoon,1152,1,0
horseradish,1152,2,0
mustard,1152,3,0
1,1153,0,0
tablespoon,1153,1,0
parsley ,1153,2,0
chopped,1153,3,0
1,1154,0,0
teaspoon,1154,1,0
salt,1154,2,0
1,1155,0,0
teaspoon,1155,1,0
pepper,1155,2,0
1,1156,0,0
dash,1156,1,0
liquid,1156,2,0
hot,1156,3,0
pepper,1156,4,0
sauce,1156,5,0
crackers,1157,0,0
or,1157,1,0
cracker,1157,2,0
crumb,1157,3,0
oil,1158,0,0
 for,1158,1,0
frying ,1158,2,0
3,1169,0,0
lbs,1169,1,0
crabapples,1169,2,0
 slightly,1169,3,0
underripe ,1169,4,0
1,1170,0,0
sprig,1170,1,0
cinnamon,1170,2,0
or,1170,3,0
10,1170,4,0
-14,1170,5,0
leaves,1170,6,0
lemon,1170,7,0
basil,1170,8,0
3,1171,0,0
cups,1171,1,0
sugar,1171,2,0
3,1184,0,0
egg,1184,1,0
white,1184,2,0
substitute,1184,3,0
1,1185,0,0
cup,1185,1,0
granulated,1185,2,0
sugar,1185,3,0
1,1186,0,0
cup,1186,1,0
soymilk,1186,2,0
2,1187,0,0
teaspoons,1187,1,0
lemon,1187,2,0
juice,1187,3,0
1,1188,0,0
cup,1188,1,0
whole,1188,2,0
wheat,1188,3,0
pastry,1188,4,0
flour,1188,5,0
1,1189,0,0
teaspoon,1189,1,0
baking,1189,2,0
powder,1189,3,0
1,1190,0,0
teaspoon,1190,1,0
salt,1190,2,0
eggless,1191,0,0
custard1 ,1191,1,0
cup,1191,2,0
cornstarch,1191,3,0
1,1192,0,0
cup,1192,1,0
granulated,1192,2,0
sugar,1192,3,0
2,1193,0,0
cups,1193,1,0
soymilk,1193,2,0
2,1194,0,0
teaspoons,1194,1,0
vanilla,1194,2,0
extract,1194,3,0
2,1195,0,0
teaspoons,1195,1,0
lemon,1195,2,0
juice,1195,3,0
raspberry,1196,0,0
preserves ,1196,1,0
good,1196,2,0
quality,1196,3,0
1,1197,0,0
cup,1197,1,0
sweet,1197,2,0
sherry,1197,3,0
or,1197,4,0
1,1197,5,0
cup,1197,6,0
port,1197,7,0
wine,1197,8,0
1,1198,0,0
medium,1198,1,0
pear ,1198,2,0
cored,1198,3,0
and,1198,4,0
thinly,1198,5,0
sliced,1198,6,0
1,1199,0,0
cup,1199,1,0
almonds ,1199,2,0
sliced,1199,3,0
4,1221,0,0
large,1221,1,0
macaroons,1221,2,0
4,1222,0,0
tablespoons,1222,1,0
white,1222,2,0
wine,1222,3,0
1,1223,0,0
tablespoon,1223,1,0
brandy,1223,2,0
1,1224,0,0
pint,1224,1,0
single,1224,2,0
cream,1224,3,0
1,1225,0,0
egg,1225,1,0
1,1226,0,0
egg,1226,1,0
yolk,1226,2,0
1,1227,0,0
tablespoon,1227,1,0
cornflour,1227,2,0
1,1228,0,0
ounce,1228,1,0
caster,1228,2,0
sugar,1228,3,0
3,1229,0,0
ounces,1229,1,0
raspberry,1229,2,0
jam,1229,3,0
1,1230,0,0
ounce,1230,1,0
blanched,1230,2,0
almond,1230,3,0
1,1231,0,0
ounce,1231,1,0
candied,1231,2,0
peel ,1231,3,0
chopped,1231,4,0
1,1232,0,0
pint,1232,1,0
double,1232,2,0
cream,1232,3,0
4,1242,0,0
large,1242,1,0
baking,1242,2,0
potatoes,1242,3,0
6,1243,0,0
slices,1243,1,0
bacon,1243,2,0
1,1244,0,0
cup,1244,1,0
butter,1244,2,0
or,1244,3,0
1,1244,4,0
cup,1244,5,0
margarine,1244,6,0
2,1245,0,0
green,1245,1,0
onions ,1245,2,0
chopped,1245,3,0
1,1246,0,0
cup,1246,1,0
milk,1246,2,0
1,1247,0,0
teaspoon,1247,1,0
salt,1247,2,0
1,1248,0,0
teaspoon,1248,1,0
pepper,1248,2,0
paprika,1249,0,0
6,1269,0,0
medium,1269,1,0
baking,1269,2,0
potatoes,1269,3,0
1,1270,0,0
cup,1270,1,0
milk,1270,2,0
1,1271,0,0
cup,1271,1,0
butter,1271,2,0
1,1272,0,0
large,1272,1,0
egg ,1272,2,0
slightly,1272,3,0
beaten,1272,4,0
1,1273,0,0
cup,1273,1,0
parmesan,1273,2,0
cheese ,1273,3,0
divided,1273,4,0
1,1274,0,0
teaspoon,1274,1,0
salt,1274,2,0
and,1274,3,0
pepper,1274,4,0
1,1275,0,0
pinch,1275,1,0
nutmeg ,1275,2,0
ground,1275,3,0
1,1276,0,0
cup,1276,1,0
chives,1276,2,0
or,1276,3,0
1,1276,4,0
cup,1276,5,0
green,1276,6,0
onion,1276,7,0
top,1276,8,0
paprika,1277,0,0
6,1296,0,0
lbs,1296,1,0
pears ,1296,2,0
peeled,1296,3,0
cored,1296,4,0
and,1296,5,0
chopped,1296,6,0
 about,1296,7,0
16,1296,8,0
large ,1296,9,0
 ripe ,1296,10,0
3,1297,0,0
cups,1297,1,0
apple,1297,2,0
juice,1297,3,0
4,1298,0,0
cinnamon,1298,1,0
sticks ,1298,2,0
 3-inch ,1298,3,0
broken,1298,4,0
into,1298,5,0
pieces,1298,6,0
2,1299,0,0
slices,1299,1,0
fresh,1299,2,0
gingerroot ,1299,3,0
1,1299,4,0
oz,1299,5,0
12,1300,0,0
whole,1300,1,0
allspice,1300,2,0
8,1301,0,0
whole,1301,1,0
cloves,1301,2,0
3,1302,0,0
cups,1302,1,0
sugar,1302,2,0
4,1314,0,0
lamb,1314,1,0
chops,1314,2,0
1,1315,0,0
cup,1315,1,0
lemon,1315,2,0
juice,1315,3,0
1,1316,0,0
teaspoon,1316,1,0
salt,1316,2,0
3,1317,0,0
teaspoons,1317,1,0
curry,1317,2,0
powder,1317,3,0
1,1318,0,0
teaspoon,1318,1,0
sugar,1318,2,0
1,1319,0,0
1,1319,1,0
ounces,1319,2,0
butter,1319,3,0
8,1325,0,0
lamb,1325,1,0
chops,1325,2,0
sauce2,1326,0,0
ounces,1326,1,0
butter,1326,2,0
1,1327,0,0
small,1327,1,0
onion ,1327,2,0
finely,1327,3,0
chopped,1327,4,0
1,1328,0,0
lemon ,1328,1,0
rind ,1328,2,0
grated,1328,3,0
1,1328,4,0
teaspoon ,1328,5,0
2,1329,0,0
teaspoons,1329,1,0
lemon,1329,2,0
juice,1329,3,0
1,1330,0,0
teaspoon,1330,1,0
sugar,1330,2,0
2,1331,0,0
teaspoons,1331,1,0
mint ,1331,2,0
chopped,1331,3,0
8,1340,0,0
large,1340,1,0
pears ,1340,2,0
about,1340,3,0
4/1/02,1340,4,0
pounds,1340,5,0
 ripe ,1340,6,0
1,1341,0,0
cup,1341,1,0
sugar,1341,2,0
1,1342,0,0
cup,1342,1,0
brandy,1342,2,0
1,1343,0,0
cup,1343,1,0
water,1343,2,0
1,1360,0,0
cup,1360,1,0
flour,1360,2,0
1,1361,0,0
pinch,1361,1,0
cayenne,1361,2,0
pepper,1361,3,0
100,1362,0,0
g,1362,1,0
butter,1362,2,0
1,1363,0,0
1,1363,1,0
cups,1363,2,0
cheese ,1363,3,0
grated,1363,4,0
 tasty ,1363,5,0
1,1364,0,0
egg ,1364,1,0
lightly,1364,2,0
beaten,1364,3,0
2,1365,0,0
tablespoons,1365,1,0
sesame,1365,2,0
seeds,1365,3,0
250,1366,0,0
g,1366,1,0
beef ,1366,2,0
minced,1366,3,0
1,1367,0,0
teaspoon,1367,1,0
lime,1367,2,0
rind ,1367,3,0
grated,1367,4,0
1,1368,0,0
tablespoon,1368,1,0
lime,1368,2,0
juice,1368,3,0
12,1383,0,0
habanero,1383,1,0
peppers ,1383,2,0
stemmed,1383,3,0
and,1383,4,0
chopped,1383,5,0
1,1384,0,0
tablespoon,1384,1,0
vegetable,1384,2,0
oil,1384,3,0
1,1385,0,0
cup,1385,1,0
carrot ,1385,2,0
chopped,1385,3,0
1,1386,0,0
cup,1386,1,0
onion ,1386,2,0
chopped,1386,3,0
1,1387,0,0
cup,1387,1,0
distilled,1387,2,0
vinegar,1387,3,0
2,1388,0,0
garlic,1388,1,0
cloves,1388,2,0
1,1389,0,0
cup,1389,1,0
lime,1389,2,0
juice,1389,3,0
1,1410,0,0
10,1410,1,0
ounce ,1410,2,0
package,1410,3,0
frozen,1410,4,0
spinach ,1410,5,0
chopped ,1410,6,0
thawed,1410,7,0
3,1411,0,0
cup,1411,1,0
part-skim,1411,2,0
ricotta,1411,3,0
cheese,1411,4,0
1,1412,0,0
cup,1412,1,0
feta,1412,2,0
cheese ,1412,3,0
crumbled,1412,4,0
1,1413,0,0
large,1413,1,0
lemon ,1413,2,0
zest,1413,3,0
1,1414,0,0
teaspoon,1414,1,0
dried,1414,2,0
dill,1414,3,0
weed,1414,4,0
or,1414,5,0
1,1414,6,0
tablespoon,1414,7,0
fresh,1414,8,0
dill,1414,9,0
weed ,1414,10,0
minced,1414,11,0
1,1415,0,0
teaspoon,1415,1,0
pepper ,1415,2,0
freshly,1415,3,0
ground,1415,4,0
2,1416,0,0
teaspoons,1416,1,0
olive,1416,2,0
oil,1416,3,0
1,1417,0,0
cup,1417,1,0
onion ,1417,2,0
diced,1417,3,0
4,1418,0,0
garlic,1418,1,0
cloves ,1418,2,0
minced,1418,3,0
or,1418,4,0
4,1418,5,0
garlic,1418,6,0
cloves ,1418,7,0
pressed,1418,8,0
6,1419,0,0
ounces,1419,1,0
large,1419,2,0
shrimp ,1419,3,0
cooked ,1419,4,0
chopped,1419,5,0
 or,1419,6,0
3,1419,7,0
ounces,1419,8,0
cooked,1419,9,0
shrimp,1419,10,0
and,1419,11,0
cooked,1419,12,0
crabmeat ,1419,13,0
16,1420,0,0
sheets,1420,1,0
phyllo,1420,2,0
dough ,1420,3,0
thawed,1420,4,0
1,1421,0,0
cup,1421,1,0
butter ,1421,2,0
melted ,1421,3,0
more,1421,4,0
if,1421,5,0
needed,1421,6,0
12,1446,0,0
ounces,1446,1,0
kasseri,1446,2,0
cheese ,1446,3,0
room,1446,4,0
temperature,1446,5,0
1,1447,0,0
cup,1447,1,0
ouzo ,1447,2,0
unsweetened,1447,3,0
anise,1447,4,0
liqueur,1447,5,0
1,1448,0,0
cup,1448,1,0
olive,1448,2,0
oil,1448,3,0
1,1449,0,0
tablespoon,1449,1,0
fresh,1449,2,0
parsley ,1449,3,0
minced,1449,4,0
1,1450,0,0
teaspoon,1450,1,0
fresh,1450,2,0
thyme ,1450,3,0
chopped,1450,4,0
1,1451,0,0
teaspoon,1451,1,0
pepper ,1451,2,0
coarsely,1451,3,0
ground,1451,4,0
pita,1452,0,0
bread,1452,1,0
20,1467,0,0
ounces,1467,1,0
frozen,1467,2,0
spinach ,1467,3,0
chopped,1467,4,0
2,1468,0,0
eggs ,1468,1,0
beaten,1468,2,0
1,1469,0,0
onion ,1469,1,0
finely,1469,2,0
chopped,1469,3,0
8,1470,0,0
ounces,1470,1,0
cream,1470,2,0
cheese ,1470,3,0
cut,1470,4,0
in,1470,5,0
chunks,1470,6,0
1,1471,0,0
teaspoon,1471,1,0
pepper,1471,2,0
1,1472,0,0
lb,1472,1,0
feta,1472,2,0
cheese,1472,3,0
1,1473,0,0
cup,1473,1,0
butter,1473,2,0
or,1473,3,0
1,1473,4,0
cup,1473,5,0
margarine,1473,6,0
1,1474,0,0
16,1474,1,0
ounce ,1474,2,0
package,1474,3,0
phyllo,1474,4,0
pastry,1474,5,0
1,1492,0,0
cup,1492,1,0
butter ,1492,2,0
softened,1492,3,0
1,1493,0,0
cup,1493,1,0
sugar,1493,2,0
3,1494,0,0
egg,1494,1,0
yolks,1494,2,0
1,1495,0,0
teaspoon,1495,1,0
grand,1495,2,0
marnier,1495,3,0
 or,1495,4,0
any,1495,5,0
orange,1495,6,0
liquor ,1495,7,0
2,1496,0,0
cups,1496,1,0
flour,1496,2,0
1,1497,0,0
teaspoon,1497,1,0
baking,1497,2,0
soda,1497,3,0
1,1498,0,0
teaspoon,1498,1,0
baking,1498,2,0
powder,1498,3,0
1,1499,0,0
cup,1499,1,0
sour,1499,2,0
cream,1499,3,0
orange,1500,0,0
rind ,1500,1,0
grated,1500,2,0
1,1501,0,0
cup,1501,1,0
walnuts ,1501,2,0
chopped,1501,3,0
3,1502,0,0
cups,1502,1,0
egg,1502,2,0
whites ,1502,3,0
beaten,1502,4,0
topping1 ,1503,0,0
cup,1503,1,0
sugar,1503,2,0
1,1504,0,0
cup,1504,1,0
orange,1504,2,0
juice,1504,3,0
1,1505,0,0
cup,1505,1,0
grand,1505,2,0
marnier,1505,3,0
1,1517,0,0
cup,1517,1,0
olive,1517,2,0
oil,1517,3,0
4,1518,0,0
large,1518,1,0
potatoes ,1518,2,0
peeled,1518,3,0
and,1518,4,0
cup,1518,5,0
into,1518,6,0
8-Jan,1518,7,0
inch,1518,8,0
slices,1518,9,0
1,1519,0,0
large,1519,1,0
onion ,1519,2,0
thinly,1519,3,0
sliced,1519,4,0
coarse,1520,0,0
salt,1520,1,0
4,1521,0,0
large,1521,1,0
eggs,1521,2,0
3,1532,0,0
egg,1532,1,0
whites,1532,2,0
1,1533,0,0
cup,1533,1,0
sugar,1533,2,0
1,1534,0,0
teaspoon,1534,1,0
vanilla,1534,2,0
22,1535,0,0
ritz,1535,1,0
crackers ,1535,2,0
broken,1535,3,0
into,1535,4,0
pieces,1535,5,0
1,1536,0,0
